title,slug,url,metasearch_url,description,short_description,media_url,group_info,created,updated,ontology_terms,license,category
FastEpistasis,fastepistasis,https://gitlab.sib.swiss/tschuepb/FastEpistasis,,"FastEpistasis is a high performance tool designed to test for epistasis effects when analysing continuous phenotypes. It computes tests of epistasis for a large number of SNP pairs, and is an efficient parallel extension to the PLINK epistasis module.",Tool for quantitative trait epistasis,,"<p>Hosted by the <a target=""_self"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/vital-it"" tt-mode=""url""><span>Vital-IT Computational Biology</span> group</a>.</p>",2020-06-26T18:22:20+00:00,2024-08-21T12:13:05+00:00,"DNA polymorphism, Genotype and phenotype, GWAS study, Genetic variation analysis",,Genomics
ESTscan,estscan,https://myhits.sib.swiss/cgi-bin/estscan,,"ESTScan can detect coding regions (CDS) in DNA sequences, even if they are of low quality.  It  also detects/corrects sequencing errors that lead to frameshifts.  ESTScan is not a gene prediction program , nor is it an open reading frame detector.  In fact, its strength lies in the fact that it does not require an open reading frame to detect a coding region.  The program may miss a few translated amino acids at termini, but detects coding regions with high selectivity and sensitivity.",Detect coding regions in EST sequences,,"<p>Hosted by the <a target=""_self"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/vital-it"" tt-mode=""url""><span>Vital-IT Computational Biology</span> group</a>.</p>",2020-06-26T18:24:46+00:00,2024-08-22T13:25:50+00:00,"Coding region prediction, Gene transcripts, DNA sequence, Data quality management, FASTA-like (text)",,Genes & Genomes
BUSCO,busco,https://busco.ezlab.org/,,"BUSCO (Benchmarking Universal Single-Copy Orthologs) provides measures for quantitative assessment of genome assembly, gene set, and transcriptome completeness based on evolutionarily informed expectations of gene content from near-universal single-copy orthologs.",From QC to gene prediction and phylogenomics,https://www.youtube.com/watch?v=I_x_qnCIpgk,"<p>Developed by the <a href=""https://www.sib.swiss/evgeny-zdobnov-group"" rel=""noopener noreferrer nofollow""><u>Computational Evolutionary Genomics group</u></a> and supported by the&nbsp;<a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-30T15:15:24+00:00,2024-10-16T08:27:40+00:00,"Sequence assembly validation, Phylogenetic analysis, Gene prediction, Sequence set, Textual format, JSON, Virology, UniProt accession, TSV, Metagenomics, FASTA-like (text), Phylogenetics, Species name, GFF, Sequence set, Textual format, JSON, Virology, UniProt accession, TSV, Metagenomics, FASTA-like (text), Phylogenetics, Species name, GFF, Data quality management",MIT License,"Genomics, Evolution biology, Transcriptomics"
UniProtKB/Swiss-Prot,uniprotkb-swiss-prot,https://www.uniprot.org/uniprotkb?facets=reviewed%3Atrue&query=%2A,,"UniProtKB/Swiss-Prot is the expertly curated component of UniProtKB (produced by the UniProt consortium). It contains hundreds of thousands of protein descriptions, including function, domain structure, subcellular location, post-translational modifications and functionally characterized variants.

💡 UniProt is one of the most widely used protein information resources in the world.",Protein knowledgebase,https://www.youtube.com/watch?v=wvrCJtJnDbo,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and UniProt partners at EMBL-EBI and PIR, and supported by the <a href=""https://www.sib.swiss/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p><p>UniProt is an&nbsp;<a href=""https://elixir-europe.org/platforms/data/core-data-resources"" rel=""noopener noreferrer nofollow""><u>ELIXIR Core Data Resource</u></a> and a <a href=""https://globalbiodata.org/scientific-activities/global-core-biodata-resources/"" rel=""noopener noreferrer nofollow"">Global Core Biodata Resource</a>.</p>",2020-06-30T15:41:28+00:00,2025-01-20T12:26:27+00:00,"Protein sites, features and motifs, Molecular interactions, pathways and networks, Function analysis, Protein structure analysis, Query and retrieval, UniProt accession, Protein sequence record, Training material, ChEBI ID, EC number, NCBI taxonomy ID, NCBI taxonomy ID, GO concept ID, GO concept ID, UniProt keyword, UniProt keyword, OMIM ID, OMIM ID, XML, JSON, Model organisms, Sequence variations, ID mapping, RDF/XML, Sequence visualisation, Structure visualisation, PDB ID, PubMed ID, FASTA-like (text), Protein feature detection, GFF, UniProtKB format, RDF/XML, Sequence visualisation, Structure visualisation, PDB ID, PubMed ID, FASTA-like (text), Protein feature detection, GFF, UniProtKB format, Data submission, annotation and curation",CC BY 4.0,Proteins & Proteomes
Translate,translate,https://web.expasy.org/translate/,,Translation of a nucleotide (DNA/RNA) sequence to a protein sequence.,Convert a nucleotide sequence to a protein sequence,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-30T15:54:51+00:00,2025-02-03T14:37:37+00:00,"DNA translation, Protein sequence, Nucleic acid sequence, Textual format, RNA, DNA",,"Genomics, Proteins & Proteomes, Transcriptomics"
Sulfinator,sulfinator,https://web.expasy.org/sulfinator/,,"The Sulfinator is a software tool able to predict tyrosine sulfation sites in protein sequences. It employs four different Hidden Markov Models that were built to recognise sulfated tyrosine residues located N-terminally, within sequence windows of more than 25 amino acids and C-terminally, as well as sulfated tyrosines clustered within 25 amino acid windows, respectively. All four HMMs contain the distilled information from one multiple sequence alignment.",Predict tyrosine sulfation sites in protein sequences,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-30T16:11:29+00:00,2025-02-19T12:34:19+00:00,"Protein modifications, PTM site prediction, UniProt accession, Hidden Markov model, Protein sequence, UniProt ID, FASTA-like (text)",,Proteins & Proteomes
SIM,sim,https://web.expasy.org/sim/,,"SIM finds a user-defined number of best non-intersecting alignments between two protein sequences or within a sequence. Results can be viewed with LALNVIEW, a graphical viewer program for pairwise alignments.",Alignment of two protein sequences or within a sequence,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the <a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p>",2020-06-30T16:24:17+00:00,2025-02-19T12:53:07+00:00,"Pairwise sequence alignment, UniProt accession, Protein sequence, Data visualisation, Comparison matrix (amino acid), UniProt ID",,Proteins & Proteomes
Rhea,rhea,https://www.rhea-db.org/,,"Rhea is an expert-curated knowledgebase of chemical and transport reactions of biological interest and the standard for enzyme and transporter annotation in UniProtKB. Rhea uses the chemical dictionary ChEBI to describe reaction participants and their transformations. Rhea reactions are extensively curated with links to source literature and are mapped to other resources such as SwissLipids, MetaNetX, GO, Reactome, BioCyc and KEGG.",Expert-curated database of biochemical reactions,https://www.youtube.com/c/SIBSwissInstituteofBioinformatics/search?query=rhea,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p><p>Rhea is an&nbsp;<a href=""https://elixir-europe.org/platforms/data/core-data-resources"" rel=""noopener noreferrer nofollow""><u>ELIXIR Core Data Resource</u></a> and a <a href=""https://globalbiodata.org/scientific-activities/global-core-biodata-resources/"" rel=""noopener noreferrer nofollow"">Global Core Biodata Resource</a>.</p>",2020-06-30T16:31:34+00:00,2024-11-08T08:39:50+00:00,"Enzymes, Molecular interactions, pathways and networks, Small molecules, Cheminformatics, Structural similarity search, Reaction data, Reaction ID (Rhea), Training material, ChEBI ID, EC number, EC number, Query and retrieval, InChIKey, Pathway ID (KEGG), PubMed ID, Pathway ID (reactome), ID mapping, Visualisation, SMILES, SMILES string, Visualisation, SMILES, SMILES string, TSV, Molfile, BioPAX",CC BY 4.0,"Proteins & Proteomes, Systems Biology, Metabolomics"
RandSeq,randseq,https://web.expasy.org/randseq/,,RandSeq is a random protein sequence generator.,Random protein sequence generator,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-30T16:46:44+00:00,2025-02-19T13:02:47+00:00,"Sequence composition, complexity and repeats, UniProt accession, Protein sequence, Random sequence generation, UniProt ID, FASTA-like (text), UniProtKB format",,Proteins & Proteomes
ProtScale,protscale,https://web.expasy.org/protscale/,,"Compute and represent the profile produced by any amino acid scale on a selected protein sequence. The most frequently used scales are the hydrophobicity or hydrophilicity scales and the secondary structure conformational parameters scales, but ProtScale provides more than 50 predefined scales entered from the literature.",Profile produced by amino acids scales on protein sequences,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-30T16:56:00+00:00,2025-02-19T13:25:13+00:00,"Protein properties, Sequence composition, complexity and repeats, Protein sequence analysis, Protein hydrophobic region calculation, UniProt accession, Protein sequence, Amino acid index (hydropathy), Amino acid property, Sequence feature annotation format, Amino acid property, Sequence feature annotation format",,Proteins & Proteomes
ABCD,abcd,https://web.expasy.org/abcd/,,The ABCD (AntiBodies Chemically Defined) database is a manually curated repository of sequenced antibodies.,Database of chemically defined antibodies,,"<p>Developed by the&nbsp;<a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://www.unige.ch/medecine/antibodies/"" tt-mode=""url"">Geneva Antibody Facility</a>&nbsp;at the University of Geneva, in collaboration with the&nbsp;<a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/amos-bairoch-lydie-lane-group"" tt-mode=""url"">CALIPHO</a>&nbsp;and&nbsp;<a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/swiss-prot"" tt-mode=""url"">Swiss-Prot</a>&nbsp;groups.</p>",2020-06-30T17:01:34+00:00,2025-03-11T11:52:15+00:00,"Gene and protein families, Query and retrieval, UniProt accession, Protein sequence, Deposition",,"Proteins & Proteomes, Genomics"
ProtParam,protparam,https://web.expasy.org/protparam/,,"Compute various physical and chemical parameters for a given protein sequence. The computed parameters include the molecular weight, theoretical pI (isoelectric point), amino acid composition, atomic composition, extinction coefficient, estimated half-life, instability index, aliphatic index and grand average of hydropathicity (GRAVY).",Computation of physico chemical parameters of a protein,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-30T17:19:33+00:00,2025-02-03T14:40:41+00:00,"Protein properties, Sequence composition, complexity and repeats, Protein sequence analysis, Protein hydrophobic region calculation, Protein molecular weight calculation, Protein isoelectric point calculation, Protein extinction coefficient calculation, Molecular property, UniProt accession, Protein sequence, Amino acid index (hydropathy), Textual format, Protein report",,Proteins & Proteomes
PRATT,pratt,https://web.expasy.org/pratt/,,"An important problem in sequence analysis is to find patterns matching sets or subsets of sequences. This tool allows the user to discover patterns conserved in sets of unaligned protein sequences. The user can specify what kind of patterns should be searched for, and how many sequences should match a pattern to be reported. The patterns are reported using PROSITE syntax.",Conserved patterns in a set of protein sequences,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-30T17:24:54+00:00,2025-02-11T10:52:40+00:00,"Protein sites, features and motifs, Sequence motif discovery, Protein signature, Protein sequence, Protein sequence alignment, Protein interactions, FASTA-like (text), Gene and protein families, UniProtKB format",,Proteins & Proteomes
PeptideMass,peptidemass,https://web.expasy.org/peptide_mass/,,"Cleave a protein sequence with a chosen enzyme/protease, and computes the masses of the generated peptides. The tool also returns theoretical isoelectric point and mass values for the protein of interest. If desired, PeptideMass can return the mass of peptides known to carry post-translational modifications, and can highlight peptides whose masses may be affected by database conflicts, polymorphisms or splice variants.",Theoretical protein cleavage by a given enzyme,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-30T17:44:47+00:00,2025-02-19T16:06:10+00:00,"Protein modifications, Protein properties, Protein sequence analysis, Protein molecular weight calculation, Protein isoelectric point calculation, Mass spectrometry data, UniProt accession, Protein sequence, Proteolytic digest, UniProt ID, Peptide property, Protein variants, PTM site prediction, Peptide property, Protein variants, PTM site prediction",,Proteins & Proteomes
PeptideCutter,peptidecutter,https://web.expasy.org/peptide_cutter/,,"PeptideCutter predicts potential substrate cleavage sites, cleaved by proteases or chemicals in a given protein sequence. The tool returns the query sequence with the possible cleavage sites mapped on it and/or a table of cleavage site positions.",Potential cleavage sites in a protein,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-30T17:51:00+00:00,2025-02-20T11:03:40+00:00,"Enzymes, Protein sequence analysis, Protein sequence cleavage, Mass spectrometry data, UniProt accession, Proteolytic digest, Protein sequence, Data visualisation, Small molecules, UniProt ID, Protein cleavage site prediction",,Proteins & Proteomes
Myristoylator,myristoylator,https://web.expasy.org/myristoylator/,,"Predict N-terminal myristoylation of proteins by neural networks. Myristoylator uses ensembles of neural networks, in order to learn to discriminate positive and negative sequences for N-myristoylation.",N-terminal myristoylation of proteins by neural networks,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-30T17:55:49+00:00,2025-02-20T13:58:48+00:00,"Protein modifications, PTM site prediction, UniProt accession, Protein sequence, Score, Machine learning, UniProt ID",,Proteins & Proteomes
MALDIPepQuant,maldipepquant,https://web.expasy.org/maldipepquant/,,A tool to quantify MALDI peptides (SILAC) from Phenyx output,Quantify MALDI peptides from Phenyx output,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-30T18:01:54+00:00,2025-02-20T14:15:38+00:00,"Protein quantification, Mass spectrometry data, Proteomics experiment, Peptide molecular weights, Peptide identification, xls",,Proteins & Proteomes
HAMAP-Scan,hamap-scan,https://hamap.expasy.org/hamap-scan/,,Scan several protein sequences or a whole genome (all ORFs) against HAMAP family profiles. Sequences that match HAMAP profiles will be annotated in the UniProtKB format by the associated annotation rules.,Scanning of protein sequences against HAMAP families,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-30T18:14:20+00:00,2025-02-12T15:20:51+00:00,"Gene and protein families, Protein sites, features and motifs, Function analysis, Sequence classification, Gene functional annotation, Protein feature detection, Sequence profile alignment, HAMAP ID, Statistical estimate score, Sequence signature matches, Workflows, Workflows, Protein sequence, UniProt accession, UniProt ID, FASTA-like (text)",,Proteins & Proteomes
GlycoMod,glycomod,https://web.expasy.org/glycomod/,,Predict possible oligosaccharide structures that occur on proteins from their experimentally determined masses. The program can be used for free or derivatized oligosaccharides and for glycopeptides.,Possible oligosaccharide structures on proteins from masses,,"<p>Hosted by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a>.</p>",2020-06-30T18:28:43+00:00,2023-09-28T07:24:17+00:00,"Protein modifications, Carbohydrates, PTM site prediction, Protein molecular weight calculation, Mass spectrometry data, UniProt accession, Proteolytic digest, Peptide identification, Protein sequence",,"Glycomics, Proteins & Proteomes"
FindPept,findpept,https://web.expasy.org/findpept/,,"Identify peptides that result from unspecific cleavage of proteins from their experimental masses, taking into account artefactual chemical modifications, post-translational modifications (PTM) and protease autolytic cleavage.",Unspecific protein cleavage from experimental masses,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-30T18:33:26+00:00,2025-02-19T13:55:07+00:00,"Protein modifications, Mass spectrometry data, UniProt accession, Proteolytic digest, Peptide identification, Protein sequence, UniProt ID, Protein fragment weight comparison, UniProt ID, Protein fragment weight comparison",,Proteins & Proteomes
FindMod,findmod,https://web.expasy.org/findmod/,,"Predict potential protein post-translational modifications (PTM) and find potential single amino acid substitutions in peptides. The experimentally measured peptide masses are compared with the theoretical peptides calculated from a specified Swiss-Prot/TrEMBL entry or from a user-entered sequence, and mass differences are used to better characterise the protein of interest.",Potential PTMs and single amino acid substitutions,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-07-01T09:34:57+00:00,2025-02-19T12:47:21+00:00,"Protein modifications, PTM site prediction, Mass spectrometry data, UniProt accession, Proteolytic digest, Peptide identification, Protein sequence, Peptide molecular weights, UniProt ID, Protein isoelectric point calculation, Protein fragment weight comparison, Peptide molecular weights, UniProt ID, Protein isoelectric point calculation, Protein fragment weight comparison, Textual format, Protein variants",,Proteins & Proteomes
Decrease redundancy,decrease-redundancy,https://web.expasy.org/decrease_redundancy/,,Redundancy reduction in a set of aligned or unaligned sequences.,Redundancy reduction in a set of sequences,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-07-01T09:41:48+00:00,2025-02-20T14:41:52+00:00,"Protein sequence analysis, Protein sequence, Sequence set (protein), Sequence analysis, Protein sequence alignment, FASTA-like (text)",,Proteins & Proteomes
Compute pI/MW,compute-pi-mw,https://web.expasy.org/compute_pi/,,Compute the theoretical pI (isoelectric point) and Mw (molecular weight) for a list of UniProt Knowledgebase (Swiss-Prot or TrEMBL) entries or for user entered sequences,Isoelectric point and molecular weight from protein sequence,,"<p>Hosted by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a>.</p>",2020-07-01T09:48:37+00:00,2025-02-20T14:52:54+00:00,"Protein properties, Protein sequence analysis, Protein molecular weight calculation, Protein isoelectric point calculation, UniProt accession, Protein sequence, UniProt ID, UniProt ID",,Proteins & Proteomes
UniProt ClustalO,uniprot-clustalo,https://www.uniprot.org/align/,,Align two or more protein sequences on the UniProt web site using ClustalOmega.,Align two or more protein sequences,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a>.</p>",2020-07-01T09:55:02+00:00,2025-02-20T15:58:10+00:00,"Multiple sequence alignment, UniProt accession, Protein sequence, Textual format, Nucleic acid sequence, Sequence analysis, Data visualisation, Sequence cluster ID (UniRef), UniParc accession, UniProt ID, FASTA-like (text), Comparison matrix",,Proteins & Proteomes
UniProt BLAST,uniprot-blast,https://www.uniprot.org/blast/,,"BLAST sequence similarity search against UniProtKB or taxonomic subdivisions, complete proteomes, UniRef, PDB or UniParc - on the UniProt web site.",BLAST sequence similarity search on the UniProt web site,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a>.</p>",2020-07-01T09:59:06+00:00,2025-02-20T16:21:32+00:00,"Proteins, Sequence similarity search, UniProt accession, Protein sequence, Sequence analysis, Sequence cluster ID (UniRef), UniParc accession, E-value, UniProt ID, Textual format, FASTA-like (text)",,Proteins & Proteomes
ChIP-Seq,chip-seq,https://epd.expasy.org/chipseq/,,The ChIP-Seq tools are used to analyze ChIP-seq data and other types of mass genome annotation data (MGA).The programs are: a feature correlation tool (ChIP-cor); a tag centering tool (ChIP-center); a signal peak detection tool (ChIP-peak and a partitioning tool (ChIP-part),ChIP-Seq data analysis tools,,"<p>Developed by the Computational Cancer Genomics group of <a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/directory/person/philipp-bucher"" tt-mode=""url"">Philipp Bucher</a>.</p>",2020-07-01T10:54:53+00:00,2024-07-31T10:16:47+00:00,"ChIP-seq, Epigenetics, Transcription factors and regulatory sites, Peak calling",,Genomics
Click2Drug,click2drug,https://www.click2drug.org/,,"Directory of computational drug design tools, containing many links to databases, chemical structure representation, molecular modeling, homology modeling, binding site prediction, docking, screening, target prediction, ligand design, binding free energy estimation etc.",Directory of computational drug design tools,,"<p>Developed by the&nbsp;<a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/olivier-michielin-vincent-zoete-group"" tt-mode=""url""><u>Molecular Modelling group</u></a>.</p>",2020-07-01T11:03:55+00:00,2024-10-21T15:12:25+00:00,"Molecular modelling, Small molecules, Drug discovery, Annotated URI, Service discovery, Service discovery, Small molecule design, Pharmacology, Protein interactions, Drug development, Drug metabolism, Structural similarity search, Protein-ligand docking",Contact the team,"Proteins & Proteomes, Medicinal chemistry, Structural Biology, Structural analysis, Drug design"
CRUNCH,crunch,https://crunch.unibas.ch,,"CRUNCH is a completely automated pipe-line for ChIP-seq data analysis, starting from raw sequencing reads, through quality filtering, read mapping, fragment size estimation, peak calling, peak annotation and comprehensive regulatory motif analysis.

💡CRUNCH analyses human, mouse, rat and Drosophila data.",Automated pipeline for ChIP-seq data analysis,https://www.youtube.com/watch?v=iVajvTtM9jo,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/erik-van-nimwegen-group"" rel=""noopener noreferrer nofollow"">Genome Systems Biology group</a>&nbsp;and supported by the&nbsp;<a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p>",2020-07-01T11:14:03+00:00,2024-11-11T09:39:06+00:00,"ChIP-seq, Transcription factors and regulatory sites, Sequence motif discovery, Transcription factor binding site prediction, Sequence, Sequence record, GZIP format, Model organisms, Gene regulatory network prediction, Workflows, FASTA-like (text), BED, FASTQ, Sequence, Sequence record, GZIP format, Model organisms, Gene regulatory network prediction, Workflows, FASTA-like (text), BED, FASTQ",,"Systems Biology, Transcriptomics, Genomics"
Dotlet,dotlet,https://myhits.sib.swiss/cgi-bin/dotlet,,Dotlet is a program for comparing biological sequences by the diagonal plot method to identify regions of close similarity.,Regions of close similarity in 2 sequences,,"<p>Hosted by the <a target=""_self"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/vital-it"" tt-mode=""url""><span>Vital-IT Computational Biology</span> group</a>.</p>",2020-07-01T11:17:43+00:00,2024-08-21T13:43:42+00:00,"Visualisation, Sequence alignment, Protein sequence, Sequence similarity search",,Proteins & Proteomes
CLASTR,str-similarity-search-tool,https://www.cellosaurus.org/str-search/,,"Short Tandem Repeat (STR) analysis is one of the most useful methods in molecular biology which is used to compare specific loci on DNA from two or more samples. An STR or microsatellite is a pattern of two or more nucleotides that are repeated directly adjacent to each other. Search for STR similarities between your cell line samples and that of cell lines in Cellosaurus.

💡 CLASTR compares the STR profile of a cell line to that of almost 9000 human, mouse and dog cell lines in Cellosaurus.",Cellosaurus STR similarity search tool,,"<p>Developed by the <a href=""https://www.sib.swiss/amos-bairoch-lydie-lane-group"" rel=""noopener noreferrer nofollow"">CALIPHO group</a>.</p>",2020-07-01T11:31:48+00:00,2024-11-11T09:36:45+00:00,"Database search results, Sample collections, Sample collections, Sequence similarity score, Database entry metadata, Database entry metadata, Sequence signature matches, Sequence signature matches, Repeat sequence analysis, Repeat sequence analysis, JSON, CSV, JSON, CSV",,Systems Biology
SWISS-MODEL Workspace,swiss-model-workspace,https://swissmodel.expasy.org/,,"SWISS-MODEL is a fully automated web based protein structure homology-modeling expert system. The SWISS-MODEL Workspace is a web-based integrated service which assists and guides the user in building protein homology models at different levels of complexity. A personal working environment (workspace), where several modelling projects can be carried out in parallel, is provided for each user.",Fully automated protein structure homology-modeling server,,"<p>Developed by the <a href=""https://www.sib.swiss/torsten-schwede-group"" rel=""noopener noreferrer nofollow"">Computational Structural Biology group</a> and supported by the <a href=""https://www.sib.swiss"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p>",2020-07-01T11:43:42+00:00,2024-09-26T12:59:32+00:00,"Protein modelling, Molecular modelling, Protein structure validation, Protein structure analysis, Training material, Workflows, Textual format, Protein sequence, UniProt accession, Protein sequence alignment, Protein structural quality report, FASTA-like (text), ClustalW format",CC BY-SA 4.0,"Proteins & Proteomes, Structural Biology, Structural analysis"
TCS,tcs,https://www.swissregulon.unibas.ch/cgi-bin/TCS.pl,,Database show prediction of interaction specificity in two-component systems (TCS). These predictions were made with new Bayesian network method that predicts interaction partners using only multiple alignments of amino-acid sequences of interacting protein domains.,Predict interaction specificity in bacterial signalling,,"<p>Developed by the <a href=""https://www.sib.swiss/erik-van-nimwegen-group"" rel=""noopener noreferrer nofollow"">Genome Systems Biology group</a><a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">.</a></p>",2020-07-01T11:55:00+00:00,2024-11-06T16:08:24+00:00,"Protein interactions, Molecular interactions, pathways and networks, Protein interaction prediction, Molecular interactions, pathways and networks, Protein interaction prediction",,"Proteins & Proteomes, Systems Biology"
CT-CBN,ct-cbn,https://bsse.ethz.ch/cbg/software/ct-cbn.html,,"Continuous time conjunctive Bayesian networks (ct-cbn) are a family of graphical models describing the accumulation of mutations under order constraints. The software allows for the estimation of the network from cross-sectional data, such as mutation profiles of cancer or HIV patients.",Estimate conjunctive Bayesian networks,,"<p>Developed by the <a href=""https://www.sib.swiss/niko-beerenwinkel-group"" rel=""noopener noreferrer nofollow"">Computational Biology group</a>.</p>",2020-07-01T18:16:11+00:00,2024-09-13T13:17:19+00:00,"Mathematical model, Modelling and simulation, Medical informatics, Molecular evolution, Molecular evolution, Sequence variations, Nucleic acid sequence, Sequence variations, Nucleic acid sequence",,"Evolution biology, Genomics"
